Field_Code,Type.x,soil_texture_class,perC_P,perN_P,soilMass,panMass_P,fracPanMass_P,perC_M,perN_M,panMass_M,fracPanMass_M,gP,gM,gCarbonP,gCarbonM,mgCpergSoilP,mgCpergSoilM,propM,Type.y,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall.score,Mod..Morgan.Al..ppm,Mod..Morgan.Ca..ppm,Mod..Morgan.Cu..ppm,Mod..Morgan.S..ppm,Mod..Morgan.B..ppm,CN_ratio,Acres,Owned,Yields,Type,Plants,croprotation,years.since.till,animal,cutshay,till.passes,till.depth,Organic.matter.additions,Soil.amendments,plastic.mulch,herbicides,insecticides,treated.seed,organic,irrigation,Pattern.Drainage.Tile,Longitude,Latitude,Elevation..ft.,Date,ppt.in,ppt.cm,tmeanF,tmeanC
DC22,Hay,silty clay,3.656000376,0.22616812,22,308.32,311.75,1.756535688,0.206682056,309.56,328.02,3.43,18.46,0.125400813,0.324256488,5.70003695,14.73893127,0.721119144,Hay,5.28,1.298159732,102.8142508,376.9855862,5/25/2021,6/1/2021,NA,NA,NA,GRE,12.79253,40.60884,46.59863,,,0.23609,87.91244,NA,NA,NA,NA,34.89991,49.78985,4.54,72.57469,NA,2.453,0.221,NA,NA,7.611578,71.58395,0.641235,55.46618,648.5738,64.35146,6.59,100,2.7,77.6,150.1,100,682.8,4.2,6.8,0.8,100,77.92786,25.66,2703.4,0.28,8.98,0.25,11.09954751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3666,44.0003,200,Annual,36.46,92.6084,46.6,8.111111111
DC23,Corn,silty clay loam,6.42059414,0.443508662,23.46,308.87,313.77,2.318235364,0.276658528,309.33,327.86,4.9,18.53,0.314609113,0.429569013,13.41044812,18.31069961,0.577239505,Corn,5.81,1.275073278,111.1226362,407.449666,5/24/2021,6/1/2021,NA,NA,COS,COS,13.90074,49.58179,36.51747,,,0.259529,93.71427,NA,NA,NA,NA,50.96883,79.96761,6.45,99.67578,NA,3.796,0.33,NA,NA,11.94198,97.79949,1.343471,99.33984,940.6139,96.62304,7.08,100,6.2,100,331.6,100,846.1,1.9,6.1,1.1,100,96.712,12.53,3350.8,0.33,11.56,0.41,11.5030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3666,44.0001,200,Annual,36.46,92.6084,46.6,8.111111111
DC24,Hay,silty clay loam,6.725506462,0.493096561,20.3932,310.48,313.31,2.155781348,0.244981431,308.23,325.82,2.83,17.59,0.190331833,0.379201939,9.333102842,18.59452852,0.665811156,Hay,6.29,NA,NA,NA,5/24/2021,6/1/2021,NA,NA,NA,GRE,10.22307,51.86158,37.91535,,,0.253578,92.50177,NA,NA,NA,NA,57.06785,87.72738,6.04,98.82947,NA,3.603,0.321,NA,NA,10.34112,93.06131,1.024273,92.13547,863.5726,92.54705,6.33,100,1.5,43.9993,160.6,100,849.5,3.7,6.4,0.8,100,90.08017,27.08,2803.8,0.32,5.53,0.16,11.22429907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3608,43.9409,240,Annual,36.76,93.3704,46.6,8.111111
DC25,Hay,silty clay,7.138966927,0.446489111,27.56,307.04,311.48,1.960323476,0.224351406,301.49,330.75,4.44,29.26,0.316970132,0.573590649,11.50109331,20.81243284,0.644078048,Hay,6.34,NA,NA,NA,6/17/2021,6/23/2021,NA,NA,NA,GRE,10.3559,42.42083,47.22327,,,0.254616,92.72535,NA,NA,NA,NA,59.30886,89.96242,6.23,99.33898,NA,3.694,0.345,NA,NA,10.52553,93.84443,1.16472,97.01092,888.3477,94.14121,6.62,100,3,86,345.5,100,616.9,2.4,2.8,1.3,100,95.30233,13.14,2726.3,0.21,5.71,0.39,10.70724638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.36,43.97,195,Annual,36.61,92.9894,46.7,8.166666667
DC26,Hay,clay,5.752281302,0.407670064,24.91,310.68,313.98,2.04872975,0.246501119,310.69,332.56,3.3,21.87,0.189825283,0.448057196,7.62044492,17.9870412,1.53943531,Hay,5.81,1.241108392,108.1625964,396.5961867,5/25/2021,6/1/2021,NA,NA,NA,GRE,12.14302,34.71563,53.14134,,,0.242334,89.73635,NA,NA,NA,NA,46.04734,71.95277,5.28,92.25191,NA,2.83,0.262,NA,NA,8.492345,80.62377,1.073926,94.29183,752.4899,81.25815,7.23,100,12.9,100,380.5,100,659.3,4.3,5,0.7,100,91.01148,11.62,3873,0.17,6.7,0.88,10.80152672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3599,43.9769,189,Annual,36.58,92.9132,46.7,8.166666667
DC38,Corn,clay,4.291819053,0.253485124,27.38,306.58,310.21,2.388089011,0.234844359,309.4,333.13,3.63,23.73,0.155793032,0.566693522,5.690030373,20.6973529,0.784365493,Corn,5.98,1.092738646,98.01865655,359.4017407,5/14/2021,5/25/2021,3,NA,NA,COS,12.49089,36.58574,50.92337,,,0.237901,88.46336,NA,NA,NA,NA,36.42091,52.9807,4.42,67.96308,NA,2.748,0.238,NA,NA,7.822428,73.91767,0.743378,68.36489,646.7626,64.01325,7.48,92.71024,4.4,100,297.1,100,690.3,3.2,13.3,0.7,100,80.84132,15.43,6721.6,0.15,8.05,0.46,11.54621849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3675,43.9598,235,Annual,36.65,93.091,46.6,8.111111111
DC39,Hay,clay,6.505073306,0.467837652,20.76,309.65,312.57,2.423570758,0.257369662,306.98,324.48,2.92,17.5,0.189948141,0.424124883,9.149717752,20.42990764,0.690674996,Hay,5.64,1.317106337,111.4271961,408.5663857,5/25/2021,6/1/2021,NA,NA,NA,GRE,10.69417,38.24651,51.05932,,,0.245457,90.56981,NA,NA,NA,NA,38.28694,56.8673,5.14,89.73627,NA,2.901,0.279,NA,NA,8.527166,80.94094,0.776007,72.12943,790.1147,85.8941,6.97,100,9.8,100,249.6,100,536,1.4,4.1,1.1,100,87.61379,12.29,4031.3,0.2,6.7,0.54,10.39784946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.361,43.9608,232,Annual,36.66,93.1164,46.6,8.111111111
DC40,Corn,clay,3.91703009,0.259000686,27.31,308.84,312.08,1.999337623,0.228093269,308.78,332.43,3.24,23.65,0.126911775,0.472843348,4.647080736,17.31392705,0.788394013,Corn,5.48,1.134983,93.2956026,342.0838762,5/14/2021,5/25/2021,1,NA,NA,COS,9.303294,38.62728,52.06943,,,0.270078,95.48207,NA,NA,NA,NA,44.25876,68.69782,5.15,89.93361,NA,3.018,0.292,NA,NA,8.793117,83.25703,0.686632,61.36221,729.4965,78.00856,6.4,100,2.5,72,181.5,100,1030.8,3.9,6.4,0.9,100,84.87413,18.51,2411.6,0.11,62.95,0.28,10.33561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3178,43.9755,247,Annual,36.73,93.2942,46.4,8
EL1,Pasture,loam,2.065492275,0.108542593,20.0884,307.45,317.43,5.735620113,0.50418824,308.14,318.19,9.98,10.05,0.206136129,0.576429821,10.26145084,28.69466067,0.736589448,Pasture,NA,NA,NA,NA,4/29/2021,5/13/2021,1,NA,NA,NA,41.41521,38.56151,20.02327,,,0.239998,89.07897,NA,NA,NA,NA,87.73731,99.91894,6.15,99.97674,NA,4.183,0.334,NA,NA,10.8445,90.59995,1.852771,99.99852,707.8385,86.9377,6.35,100,4.8,100,72.8,98.26996,36.6,6.7,7.1,2.7,100,96.47808,99.3,1540.1,0.07,7.68,0.13,12.5239521,5,1,1,pasture,Grass-legume mix (30-60% legume),,NA,Cow,NA,2,1.5,,,0,0,0,0,0,0,0,-72.3327,43.9677,1399,Annual,46.36,117.7544,42,5.555555556
EL2,Pasture,silty clay loam,8.556551161,0.536659548,16.45,309.53,312,3.534599736,0.365014407,311.2,325.21,2.47,14.01,0.211346814,0.495197423,12.84783062,30.10318681,0.700872496,Pasture,NA,NA,NA,NA,5/21/2021,6/1/2021,1,NA,NA,NA,8.300665,55.68992,36.00942,,,0.280696,96.83345,NA,NA,NA,NA,79.36435,99.02274,9.09,100,NA,5.754,0.531,NA,NA,16.75556,99.98519,1.506617,99.87447,962.1137,97.35397,6.26,98.17319,2.7,77.6,238.1,100,1113.8,1.2,3.5,0.7,100,96.8843,19.01,3084.5,0.08,7.82,0.16,10.83615819,20.84,1,1,pasture,Grasses (less than 30% legume),,NA,Cow,NA,0,0,Mulch ,,0,1,0,0,0,0,0,-73.2839,43.7112,262,Annual,39.17,99.4918,46.7,8.166666667
EL3,Pasture,loam,3.547733747,0.303959698,18.1344,307.45,320.44,5.3402318,0.490157784,308.14,313.01,12.99,4.87,0.460850614,0.260069289,25.41306102,14.34121276,0.36074644,Pasture,NA,NA,NA,NA,7/1/2021,7/13/2021,1,NA,NA,NA,47.67586,28.12216,24.20198,,,0.254744,92.75249,NA,NA,NA,NA,89.12966,99.93798,6.68,99.99783,4.719,4.719,0.398,NA,NA,17.20677,99.94117,1.432847,99.72497,1102.795,99.94397,6.96,100,8.3,100,95.9,100,303.3,3.6,2.9,2.6,100,99.22984,29.05,2006.1,0.17,7.53,0.52,11.85678392,9.3,1,2,pasture,,"Same crop each year for the last 3 years (i.e. corn, corn, corn) ",NA,Cow,NA,0,0,Compost ,,0,0,0,0,1,0,0,-72.4554,44.8379,1307,Annual,50.77,128.9558,41.9,5.5
EL5,Hay,silt loam,3.059714995,0.185385075,13.8601,308.46,318.1,4.467571826,0.383795537,309.45,313.73,9.64,4.28,0.294956526,0.191212074,21.28098105,13.79586541,0.39330404,Hay,NA,NA,NA,NA,7/28/2021,8/4/2021,1,NA,NA,NA,29.10315,53.99595,16.9009,,,0.269707,95.42752,NA,NA,NA,NA,83.84414,99.83365,6.086467,99.96975,NA,4.328,0.347,NA,NA,11.33667,92.86294,0.893756,83.62562,586.3844,67.97296,5.45,5.581502,5.6,100,88.5,100,41,28.1,10.8,1.9,56,80.12739,288.64,585.7,0.18,19.52,0.06,12.47262248,3,1,1,hay,Grasses (less than 30% legume),,NA,,0,1,10,,,0,0,0,0,0,0,0,-72.2589,44.6888,1853,Annual,49.47,125.6538,40.2,4.555555556
H1,Veg,clay loam,4.261981404,0.224513394,20.4,308.72,316.2,2.962808948,0.271059712,310.45,323.53,7.48,13.08,0.318796209,0.38753541,15.62726515,18.99683384,0.548659298,Veg,NA,NA,NA,NA,10/14/2021,10/19/2021,2,MIX,MIX,MIX,30.89102,35.81887,33.29011,NA,NA,0.274872578,96.1408525,NA,NA,NA,NA,11.56960171,10.87545208,5.351816575,93.34538237,4.072098325,4.458,0.308,NA,NA,10.06647824,91.75571787,1.376100645,99.51592506,1296.029591,99.98440124,7.5,91.36589793,100,100,331,100,605.3,1.7,22.6,2.1,100,88.29836291,4,8527.6,0.15,22.04,0.77,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.22,44.32,332,Annual,38.91,98.8314,46,7.777777778
H2,Veg,loam,6.896610772,0.376008727,25.55,305.54,316.97,5.065201637,0.442440579,306.96,321.7,11.43,14.74,0.788282611,0.746610721,30.85254839,29.22155465,0.486425151,Veg,NA,NA,NA,NA,10/14/2021,10/19/2021,2,MIX,MIX,MIX,42.41387,34.48879,23.09734,NA,NA,0.243913011,90.16428551,NA,NA,NA,NA,20.11550041,27.26910276,5.861977147,99.92635602,3.852672205,4.236,0.295,NA,NA,12.68607569,96.95739375,1.092368553,94.96250052,1316.148402,99.99948698,7.4,96.5481826,135.4,100,587.5,100,497.5,2.9,18.2,2.7,100,90.58273081,3.08,7423.8,0.18,25.83,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.22,44.32,332,Annual,38.91,98.8314,46,7.777777778
H3,Pasture,silty clay,4.085134622,0.197420789,11.03,308.88,310.97,2.534670011,0.264567039,310.23,324.1,2.09,13.87,0.085379314,0.35155873,7.740644932,31.87295834,0.804596293,Pasture,NA,NA,NA,NA,5/4/2021,6/3/2021,1,PIE,PIE,PIE,10.86335,43.74899,45.38766,,,0.211498,78.5902,NA,NA,NA,NA,14.96569,14.58414,4.49,70.69322,NA,2.404,0.226,NA,NA,5.434153,43.82994,0.968945,89.06172,877.9059,93.50542,6.81,100,2.2,63.6,174.5,100,1124.3,10.8,33.5,0.6,100,75.38646,17.53,2002.9,0.26,5.63,0.25,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.22,44.32,332,Annual,38.91,98.8314,46,7.777777778
H4,Pasture,silty clay,6.973736931,0.421568746,14.8,306.51,308.45,2.28706194,0.257477271,305.95,318.92,1.94,12.97,0.135290496,0.296631934,9.141249761,20.04269822,0.686771311,Pasture,NA,NA,NA,NA,5/4/2021,6/3/2021,1,PIE,PIE,PIE,8.950129,47.78334,43.26653,,,0.23847,88.63293,NA,NA,NA,NA,18.48241,19.23287,4.92,84.66621,NA,2.832,0.258,NA,NA,5.306832,42.1631,0.869639,81.56194,886.8642,94.05398,6.54,100,2.2,63.6,167.2,100,791.1,3.3,12.1,0.7,100,77.3911,19.11,2239.1,0.16,5.15,0.2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.22,44.32,332,Annual,38.91,98.8314,46,7.777777778
LC1,Hay,loam,1.199300039,0.081453096,21.35,306.53,315.68,3.813603516,0.380121134,310.72,323.61,9.15,12.89,0.109735954,0.491573493,5.139857309,23.02451959,0.817505023,Hay,5.3,1.397342848,111.0887564,407.3254402,5/6/2021,5/18/2021,NA,NA,NA,NA,40.03995223,49.73997709,10.22007068,,,0.247884683,91.18238667,NA,NA,NA,NA,39.09936292,67.36320194,4.44,94.52007083,NA,2.972,0.276,NA,NA,9.83050248,84.35709876,0.787356554,73.38575367,819.9929124,95.81572886,6.87,100,8.9,100,63.6,88.90252,197.2,2.1,5.7,2.3,100,89.55267607,9.89,2072.6,1.48,5.25,0.38,10.76811594,5.5,0,1,hay,Grasses (less than 30% legume),,NA,,4,0,0,Dairy manure (liquid) ,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,1,-72.8399,44.9836,540,Annual,43.58,110.6932,43.9,6.611111111
LC10,Hay,loam,0.851009148,0.062647991,17.87,309.33,317.4,5.195131092,0.496640203,309.65,319.35,8.07,9.7,0.068676438,0.503927716,3.8431135,28.19964834,2.53943531,Hay,7.05,0.976188281,103.2319107,378.517006,5/6/2021,5/18/2021,NA,NA,NA,NA,41.10708188,37.95064523,20.94227289,,,0.247307731,91.03957198,NA,NA,NA,NA,77.26634857,99.49202489,6.06,99.96630707,NA,3.828,0.352,NA,NA,11.5511037,93.7070494,0.978875716,89.66908643,881.92284,98.05123601,6.26,98.1731893,3.8,100,52.7,77.80414,198.9,3.7,6.9,1.2,100,94.79026051,22.63,2101.2,0.91,6.42,0.15,10.875,8.44,0,2,hay,Grasses (less than 30% legume),,NA,,3,0,0,Dairy manure (liquid) ,,0,0,0,0,1,0,0,-72.8373,44.9774,659,Annual,43.53,110.5662,43.5,6.388888889
LC11,Hay,loam,2.118800206,0.161226831,20.46,310.96,318.61,3.710326701,0.348632986,309.91,321.8,7.65,11.89,0.162088216,0.441157845,7.922200184,21.561967,0.731306632,Hay,3.6,1.47686822,79.75088388,292.4199076,5/6/2021,5/18/2021,NA,NA,NA,NA,31.23280006,49.88470642,18.88249352,,,0.251028262,91.93084222,NA,NA,NA,NA,56.08679018,91.82974878,4.79,97.66432658,NA,3.356,0.291,NA,NA,10.30890866,87.57939309,0.886662787,83.0348319,881.92284,98.05123601,6.89,100,8.6,100,111.6,100,256.9,3.1,4.6,2.4,100,95.00903786,23.12,1832.8,2.2,7.13,0.34,11.53264605,16.2,1,1,hay,Grasses (less than 30% legume),,NA,,4,0,0,Dairy manure (liquid) ,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.8356,44.9945,483,Annual,43.87,111.4298,44.2,6.777777778
LC12,Hay,silt loam,3.950979534,0.240505921,14.94,305.86,311.38,7.442230395,0.637671045,310.27,319.74,5.52,9.47,0.21809407,0.704779218,14.59799667,47.17397714,0.763679291,Hay,3.43,1.409385327,72.51287507,265.8805419,5/6/2021,5/18/2021,NA,NA,NA,NA,28.22172614,53.17247055,18.60580331,,,0.288987666,97.63957945,NA,NA,NA,NA,74.60165901,99.22889991,7.67,99.99998942,NA,5.381,0.467,NA,NA,17.44571351,99.95448612,1.02143553,91.99574045,1018.532974,99.74675819,6.52,100,3.4,97.2,96.6,100,197.4,2.3,3.7,1,100,98.57654535,27.11,2764.4,0.59,8.32,0.22,11.52248394,11.7,0,2,hay,Grass-legume mix (30-60% legume),,NA,,4,0,0,Dairy manure (liquid) ,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.8529,44.9779,500,Annual,43.35,110.109,44.2,6.777777778
LC14,Hay,silt loam,2.364016267,0.163622588,24.01,309.38,318.83,4.027412628,0.399363681,309.29,324.14,9.45,14.85,0.223399537,0.598070775,9.304437202,24.90923679,0.728049165,Hay,3.42,1.188800328,60.98545683,223.6133417,5/6/2021,5/18/2021,NA,NA,NA,NA,25.17952545,59.15309411,15.66738044,,,0.285151361,97.29106792,NA,NA,NA,NA,67.58395522,97.89455329,6.06,99.96630707,NA,4.009,0.369,NA,NA,13.48325354,98.28334398,1.70239255,99.98809083,978.4606681,99.51490098,6.21,96.88136063,3.5,100,67.2,92.56804,169.4,2.2,6.6,0.7,100,98.23876647,22.2,2890.9,0.23,7.94,0.19,10.86449864,25.8,1,2,hay,Grasses (less than 30% legume),,NA,,3,0,0,Dairy manure (liquid) ,,0,0,0,0,1,0,0,-72.8926,44.9443,471,Annual,42.66,108.3564,44.4,6.888888889
LC15,Hay,sandy loam,0.946933116,0.060419288,26.99,311.53,328.76,5.297723168,0.471167243,307.97,317.56,17.23,9.59,0.163156576,0.508051652,6.045075061,18.82369959,0.756921073,Hay,7.51,1.456890831,164.1187521,601.7687577,5/6/2021,5/18/2021,NA,NA,NA,NA,65.64672663,23.73832525,10.61494812,,,0.226540579,91.6075918,NA,NA,NA,NA,67.12894563,97.76338794,4.86,99.98248861,NA,3.418,0.293,NA,NA,11.5798453,88.38082459,0.673863718,59.72410885,774.456201,94.76284031,6.22,97.18748174,2.4,69.2,73.1,98.57542,38.5,6,2.6,0.3,100,89.71841438,81.16,1386.3,0.12,4.99,0.04,11.66552901,6.91,0,1,hay,Grasses (less than 30% legume),,NA,,3,0,0,,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.9117,44.9511,573,Annual,43.3,109.982,44,6.666666667
LC16,Corn,loam,1.665608666,0.117738248,13.26,310.08,316.61,4.468747582,0.425366654,307.68,313.41,6.53,5.73,0.108764246,0.256059236,8.202431817,19.31065132,0.701871587,Corn,3.11,1.377149246,64.24401233,235.5613785,5/6/2021,5/18/2021,NA,NA,NA,NA,42.10032869,41.22475859,16.67491272,,,0.238855047,88.7464636,NA,NA,NA,NA,39.99180812,69.13022166,4.46,94.76221124,NA,3.037,0.273,NA,NA,10.75191883,90.12071015,0.822823066,77.1181522,925.6380829,98.9297015,7.09,100,17.9,100,108.4,100,226,3.3,5.2,2.3,100,91.88074604,14.15,1988.7,1.64,10.41,0.44,11.12454212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.841,44.9912,449,Annual,43.7,110.998,44.3,6.833333333
LC17,Corn,loam,1.373535085,0.092356487,18.24,307.42,315.45,4.047951104,0.404226907,307.16,317.23,8.03,10.07,0.110294867,0.407628676,6.046867726,22.34806339,0.787044114,Corn,4.1,1.491312362,91.71571026,336.2909376,5/6/2021,5/18/2021,NA,NA,NA,NA,37.45329506,46.10755159,16.43915334,,,0.248592886,91.35536187,NA,NA,NA,NA,27.79803117,42.94057985,4.07,88.27583035,NA,3.104,0.288,NA,NA,10.39413166,88.10078267,0.936315903,86.88673503,907.4233984,98.61775369,6.61,100,10.7,100,150.3,100,217.9,3.3,12.9,2.8,100,89.61770435,13.95,1665.3,1.72,9.45,0.35,10.77777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.841,44.9818,554,Annual,43.57,110.6678,43.9,6.611111111
LC18,Corn,loam,1.045232548,0.055890779,14.84,309.36,315.09,4.148901469,0.389037924,305.84,313.73,5.73,7.89,0.059891825,0.327348326,4.035837264,22.05851253,0.845336738,Corn,5.94,1.223266734,108.993066,399.641242,5/6/2021,5/18/2021,NA,NA,NA,NA,41.10325834,45.49932875,13.3974129,,,0.238326859,88.59038705,NA,NA,NA,NA,59.85520512,94.55400633,4.04,87.60685019,NA,2.738,0.254,NA,NA,9.728684212,83.60590551,0.631303904,54.15527504,641.4890037,77.78062917,6.06,88.13610741,3.6,100,95.1,100,35.3,7.8,6.3,0.6,100,87.44291607,82.99,1326.6,0.12,6.29,0.1,10.77952756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8939,44.9692,519,Annual,43.32,110.0328,44.1,6.722222222
LC19,Corn,loam,1.542115858,0.098051905,20.66,308.06,316.19,4.269282381,0.406252396,309.09,320.81,8.13,11.72,0.125374019,0.500359895,6.068442365,24.21877517,0.799636848,Corn,4.54,1.155704,78.7034424,288.5792888,5/6/2021,5/18/2021,NA,NA,NA,NA,33.31681787,47.45795613,19.225226,,,0.229703319,85.82205375,NA,NA,NA,NA,75.89032896,99.36827208,4.8,97.72498681,NA,3.277,0.293,NA,NA,9.484560804,81.7111608,0.688050322,61.54304108,717.9906789,88.06670642,6.22,97.18748174,7.5,100,122.5,100,130.4,4.9,4.6,1.1,100,91.14237027,47.53,1489.8,0.13,6.03,0.24,11.18430034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9033,44.9491,511,Annual,43.04,109.3216,44.2,6.777777778
LC4,Hay,silt loam,1.967190838,0.132751214,14.45,307.04,311.32,4.712839601,0.434047184,306.48,315.51,4.28,9.03,0.084195768,0.425569416,5.826696738,29.45117066,0.834834213,Hay,7.05,1.131328634,119.638003,438.6726778,5/6/2021,5/18/2021,NA,NA,NA,NA,25.4372005,54.39071989,20.17207962,,,0.282347293,97.01000485,NA,NA,NA,NA,84.94854965,99.86373797,6.44,99.99338728,NA,4.811,0.403,NA,NA,14.23478586,99.04577042,1.340634133,99.32212814,770.8132641,92.83832803,6.24,97.72498681,2.8,80.4,51.1,76.17502,84,7.9,5.7,0.6,100,94.23733635,105.78,1847.8,0.08,8.98,0.19,11.93796526,7.75,0,2,hay,Grasses (less than 30% legume),,NA,,3,0,0,Dairy manure (solid) ,,0,0,0,0,1,0,0,-72.88,44.9889,488,Annual,43.59,110.7186,44.2,6.777777778
LC5,Hay,sandy loam,1.377428183,0.096761154,21.41,307.45,319.29,4.250887592,0.403587875,310.69,322.06,11.84,11.37,0.163087497,0.483325919,7.617351558,22.57477437,0.747704035,Hay,4.59,1.360045931,93.63916235,343.3435953,4/8/2021,4/14/2021,4,GRE,GRE,GRE,61.22931,28.43826,10.33244,,,0.22762,91.84282,NA,NA,NA,NA,62.35441,95.92381,4.9,99.98555,NA,3.258,0.291,NA,NA,11.26847,86.54805,0.618536,52.46336,848.2994,97.67869,6.57,100,6.8,100,150.4,100,56.7,4.7,3,0.6,100,92.44423,77.47,1900.9,0,3.82,0.16,11.19587629,5.56,1,1,hay,Grass-legume mix (30-60% legume),,NA,,3,0,0,,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.9161,44.9582,701,Annual,43.58,110.6932,43.7,6.5
LC6,Hay,loam,1.779668333,0.111297839,19.57,309.48,316.53,3.682819983,0.346185779,310.56,322.93,7.05,12.37,0.125466617,0.455564832,6.411171051,23.27873438,0.784062261,Hay,3.6,1.22301758,66.04294932,242.1574808,5/6/2021,5/18/2021,NA,NA,NA,NA,31.24366,49.24352,19.51281, , ,0.266691,94.96424,NA,NA,NA,NA,26.41061,39.93747,4.67,96.82415,NA,2.94,0.259,NA,NA,11.0275,91.49634,1.205861,97.82843,947.4957,99.22161,7.13,100,9.1,100,100.2,100,192.9,2.5,8.3,0.8,100,92.02722,12.47,2929.8,0.09,8.24,0.39,11.35135135,18.31,1,2,hay,Grass-legume mix (30-60% legume),,NA,,4,0,0,Dairy manure (liquid) ,,0,0,0,0,1,0,0,-72.9014,44.948,502,Annual,43,109.22,44.2,6.777777778
LC8,Hay,loam,2.142444594,0.144922435,13.33,309.75,314.76,5.548733092,0.514200584,310.69,318.9,5.01,8.21,0.107336474,0.455550987,8.052248624,34.17486773,0.809310952,Hay,7.23,1.317945536,142.9311934,524.0810424,5/6/2021,5/18/2021,NA,NA,NA,NA,37.14603,44.33798,18.51599, , ,0.258271,93.47149,NA,NA,NA,NA,79.99234,99.67536,6.62,99.99712,NA,4.852,0.423,NA,NA,17.1728,99.939,0.922129,85.85358,1054.962,99.86492,6.72,100,24.4,100,322.3,100,301.2,4.3,4.3,2.4,100,97.88015,22.42,2569.6,1.67,8.44,0.46,11.47044917,12.3,1,2,hay,Grass-legume mix (30-60% legume),,NA,,3,0,0,Dairy manure (liquid) ,,0,0,0,1,1,0,0,-72.8438,44.9541,681,Annual,43.09,109.4486,43.5,6.388888889
LO16,Hay,sandy loam,1.443752873,0.092185975,21.57,309.65,323.25,4.065009896,0.414837643,309.52,317.35,13.6,7.83,0.196350391,0.318290275,9.102938838,14.75615553,3.53943531,Hay,3.53,1.351584927,71.56642188,262.4102136,6/24/2021,7/6/2021,1,NA,NA,HAY,59.03471,29.95465,11.01064,,,0.207659,86.63742,NA,NA,NA,NA,86.87087,99.90452,3.244832,94.01508,2.243772,2.272,0.186,NA,NA,7.537701,51.56916,0.648328,56.39898,587.9417,75.48112,6.7,100,25,100,342.2,100,134.6,10.9,4.2,4.9,100,86.40063,33.84,1608.8,0.36,21.92,0.53,12.21505376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0977,44.1413,516,Annual,41.15,104.521,45.2,7.333333333
